ID,Zip,Average Annual Income,Average annual disposable funds,Education,Average age,age18-25,age 26-35,age 36-50,age 51-69,age 70+,Population,Female,Male,State
122915,66401,104837,10068,Some College,26,0.27,0.24,0.22,0.2,0.07,1721,0.4,0.6,Kansas
122916,66402,37743,2107,Some High School,25,0.19,0.21,0.21,0.3,0.09,2955,0.45,0.55,Kansas
122917,66403,161848,23495,Doctorate Degree,33,0.27,0.2,0.26,0.21,0.06,757,0.44,0.56,Kansas
122918,66404,100207,8959,High School Diploma,33,0.17,0.25,0.27,0.22,0.09,530,0.6,0.4,Kansas
122919,66406,133894,14496,Bachelor's Degree,25,0.26,0.21,0.19,0.27,0.07,421,0.47,0.53,Kansas
122920,66407,56048,5399,Some High School,26,0.25,0.2,0.22,0.24,0.09,479,0.45,0.55,Kansas
122921,66408,34213,2138,High School Diploma,34,0.19,0.22,0.26,0.25,0.08,434,0.59,0.41,Kansas
122922,66409,87178,11532,Some College,36,0.28,0.18,0.26,0.22,0.06,2997,0.59,0.41,Kansas
122923,66411,142266,12935,GED,27,0.28,0.23,0.18,0.24,0.07,1292,0.44,0.56,Kansas
122924,66412,119091,14066,Some College,25,0.26,0.25,0.18,0.25,0.06,287,0.59,0.41,Kansas
122925,66413,117529,13730,Associate's Degree,32,0.12,0.21,0.3,0.29,0.08,1802,0.42,0.58,Kansas
122926,66414,125647,15917,High School Diploma,31,0.14,0.2,0.29,0.3,0.07,2914,0.56,0.44,Kansas
122927,66415,122228,13215,Bachelor's Degree,35,0.19,0.3,0.21,0.22,0.08,885,0.63,0.37,Kansas
122928,66416,166910,9535,High School Diploma,32,0.1,0.29,0.28,0.26,0.07,489,0.57,0.43,Kansas
122929,66417,177981,15291,High School Diploma,35,0.24,0.18,0.25,0.24,0.09,310,0.54,0.46,Kansas
122930,66418,107296,12139,Master's Degree,28,0.3,0.2,0.2,0.24,0.06,707,0.47,0.53,Kansas
122931,66419,153247,19476,Doctorate Degree,19,0.41,0.17,0.17,0.19,0.06,442,0.41,0.59,Kansas
122932,66422,72008,5489,Bachelor's Degree,36,0.2,0.28,0.18,0.25,0.09,487,0.4,0.6,Kansas
122933,66423,86819,7733,Bachelor's Degree,23,0.4,0.2,0.17,0.17,0.06,985,0.43,0.57,Kansas
122934,66424,101918,6657,Master's Degree,31,0.3,0.25,0.17,0.19,0.09,610,0.54,0.46,Kansas
122935,66425,51514,5719,High School Diploma,34,0.16,0.27,0.26,0.22,0.09,465,0.43,0.57,Kansas
122936,66427,63463,6455,Associate's Degree,32,0.26,0.17,0.21,0.29,0.07,1281,0.64,0.36,Kansas
122937,66428,143017,11624,Doctorate Degree,34,0.14,0.25,0.25,0.28,0.08,415,0.64,0.36,Kansas
122938,66429,166445,18078,Associate's Degree,34,0.32,0.17,0.27,0.17,0.07,579,0.63,0.37,Kansas
122939,66431,118826,17622,Some College,33,0.11,0.21,0.3,0.29,0.09,671,0.67,0.33,Kansas
122940,66432,137964,16202,GED,38,0.2,0.29,0.23,0.2,0.08,396,0.55,0.45,Kansas
122941,66434,77521,7306,Some College,36,0.08,0.26,0.28,0.3,0.08,4828,0.65,0.35,Kansas
122942,66436,164086,11801,Some College,29,0.18,0.19,0.27,0.28,0.08,5879,0.41,0.59,Kansas
122943,66438,25228,2942,Some College,28,0.3,0.19,0.25,0.2,0.06,149,0.67,0.33,Kansas
122944,66439,151908,19837,Doctorate Degree,27,0.32,0.19,0.17,0.24,0.08,2747,0.54,0.46,Kansas
122945,66440,79556,6245,Associate's Degree,25,0.24,0.2,0.27,0.21,0.08,2063,0.52,0.48,Kansas
122946,66441,43990,6001,High School Diploma,36,0.26,0.27,0.18,0.21,0.08,26746,0.47,0.53,Kansas
122947,66442,108292,8702,GED,33,0.34,0.19,0.23,0.18,0.06,14283,0.64,0.36,Kansas
122948,66449,132508,8190,Some College,27,0.18,0.29,0.22,0.25,0.06,846,0.63,0.37,Kansas
122949,66451,48416,6583,Bachelor's Degree,23,0.22,0.23,0.2,0.28,0.07,1793,0.61,0.39,Kansas
122950,66501,51590,7320,Doctorate Degree,23,0.23,0.2,0.2,0.3,0.07,260,0.52,0.48,Kansas
122951,66502,57983,7230,Doctorate Degree,29,0.2,0.22,0.25,0.25,0.08,43850,0.44,0.56,Kansas
122952,66503,73393,10635,GED,36,0.16,0.29,0.27,0.2,0.08,13428,0.53,0.47,Kansas
122953,66506,77305,9024,High School Diploma,27,0.13,0.2,0.3,0.3,0.07,3614,0.42,0.58,Kansas
122954,66507,147601,8519,Associate's Degree,31,0.19,0.2,0.24,0.3,0.07,1247,0.54,0.46,Kansas
122955,66508,109601,9763,High School Diploma,27,0.21,0.22,0.22,0.27,0.08,4375,0.54,0.46,Kansas
122956,66509,33081,2197,Associate's Degree,31,0.29,0.23,0.18,0.24,0.06,2596,0.46,0.54,Kansas
122957,66510,169343,21560,Bachelor's Degree,32,0.35,0.17,0.18,0.22,0.08,779,0.59,0.41,Kansas
122958,66512,132412,12402,Doctorate Degree,30,0.29,0.18,0.18,0.27,0.08,3361,0.45,0.55,Kansas
122959,66514,122778,15354,Master's Degree,33,0.12,0.28,0.25,0.26,0.09,1657,0.42,0.58,Kansas
122960,66515,153084,22193,Some College,23,0.2,0.23,0.21,0.27,0.09,425,0.52,0.48,Kansas
122961,66516,47192,5226,Doctorate Degree,27,0.11,0.22,0.3,0.28,0.09,378,0.66,0.34,Kansas
122962,66517,122039,6240,Doctorate Degree,33,0.09,0.28,0.28,0.26,0.09,2087,0.45,0.55,Kansas
122963,66518,169732,8853,Master's Degree,38,0.17,0.29,0.22,0.23,0.09,189,0.58,0.42,Kansas
122964,66520,86957,11095,Some High School,25,0.18,0.27,0.18,0.29,0.08,577,0.47,0.53,Kansas
122965,66521,33702,3841,High School Diploma,30,0.32,0.25,0.2,0.17,0.06,1532,0.48,0.52,Kansas
122966,66522,65218,8583,Some High School,29,0.25,0.21,0.21,0.25,0.08,49,0.59,0.41,Kansas
122967,66523,62365,9206,Some College,35,0.21,0.17,0.28,0.28,0.06,3833,0.55,0.45,Kansas
122968,66524,171575,21448,Bachelor's Degree,37,0.24,0.21,0.25,0.21,0.09,2499,0.6,0.4,Kansas
122969,66526,136942,13385,Bachelor's Degree,27,0.24,0.23,0.22,0.24,0.07,801,0.5,0.5,Kansas
122970,66527,89489,8193,Some High School,27,0.23,0.26,0.24,0.21,0.06,267,0.48,0.52,Kansas
122971,66528,56311,3328,Bachelor's Degree,34,0.15,0.3,0.29,0.2,0.06,945,0.65,0.35,Kansas
122972,66531,157795,15505,Master's Degree,28,0.06,0.3,0.26,0.3,0.08,1380,0.54,0.46,Kansas
122973,66532,170173,19175,Doctorate Degree,33,0.27,0.23,0.26,0.17,0.07,668,0.51,0.49,Kansas
122974,66533,144151,19553,Some High School,30,0.23,0.21,0.26,0.21,0.09,1832,0.63,0.37,Kansas
122975,66534,130407,17051,Doctorate Degree,29,0.13,0.29,0.22,0.29,0.07,3725,0.42,0.58,Kansas
122976,66535,84698,8686,High School Diploma,27,0.19,0.25,0.21,0.29,0.06,2616,0.67,0.33,Kansas
122977,66536,100897,13246,Associate's Degree,24,0.13,0.28,0.28,0.22,0.09,3922,0.52,0.48,Kansas
122978,66537,87708,9897,Master's Degree,37,0.15,0.27,0.21,0.3,0.07,1448,0.48,0.52,Kansas
122979,66538,30569,4172,GED,33,0.04,0.28,0.3,0.29,0.09,3264,0.46,0.54,Kansas
122980,66539,145632,17461,Some High School,30,0.19,0.29,0.25,0.21,0.06,2806,0.56,0.44,Kansas
122981,66540,38207,4620,Doctorate Degree,22,0.24,0.22,0.23,0.22,0.09,540,0.53,0.47,Kansas
122982,66541,141146,16813,Some College,37,0.23,0.22,0.25,0.23,0.07,264,0.61,0.39,Kansas
122983,66542,124614,14212,Some High School,28,0.29,0.21,0.2,0.22,0.08,3335,0.64,0.36,Kansas
122984,66543,29194,1760,Associate's Degree,28,0.27,0.26,0.23,0.17,0.07,725,0.63,0.37,Kansas
122985,66544,171146,17974,Master's Degree,32,0.23,0.29,0.17,0.25,0.06,337,0.51,0.49,Kansas
122986,66546,105806,7638,Master's Degree,26,0.27,0.26,0.22,0.18,0.07,1012,0.4,0.6,Kansas
122987,66547,90997,12734,Associate's Degree,29,0.23,0.29,0.19,0.21,0.08,7617,0.62,0.38,Kansas
122988,66548,40719,5098,Associate's Degree,27,0.27,0.27,0.2,0.2,0.06,961,0.52,0.48,Kansas
122989,66549,109810,8741,Some High School,36,0.24,0.2,0.29,0.2,0.07,1646,0.63,0.37,Kansas
122990,66550,88190,12524,High School Diploma,22,0.23,0.25,0.18,0.25,0.09,607,0.53,0.47,Kansas
122991,66552,81826,8351,Bachelor's Degree,25,0.32,0.19,0.17,0.26,0.06,396,0.67,0.33,Kansas
122992,66554,66230,7583,Bachelor's Degree,32,0.13,0.29,0.2,0.29,0.09,567,0.52,0.48,Kansas
122993,66603,31116,1751,GED,29,0.26,0.19,0.23,0.25,0.07,2001,0.5,0.5,Kansas
122994,66604,161380,11616,High School Diploma,37,0.13,0.27,0.25,0.27,0.08,23344,0.63,0.37,Kansas
122995,66605,166025,19879,Associate's Degree,37,0.17,0.25,0.29,0.2,0.09,19919,0.52,0.48,Kansas
122996,66606,175715,23578,Doctorate Degree,33,0.22,0.24,0.27,0.18,0.09,11284,0.43,0.57,Kansas
122997,66607,114826,6928,Some College,32,0.24,0.25,0.17,0.25,0.09,10498,0.67,0.33,Kansas
122998,66608,156609,17899,Some High School,32,0.22,0.21,0.2,0.29,0.08,5991,0.6,0.4,Kansas
122999,66609,101955,10094,Associate's Degree,36,0.19,0.28,0.21,0.24,0.08,7068,0.59,0.41,Kansas
123000,66610,136922,8383,GED,34,0.27,0.29,0.18,0.19,0.07,9080,0.64,0.36,Kansas
123001,66611,66996,3731,GED,22,0.27,0.23,0.23,0.19,0.08,9832,0.57,0.43,Kansas
123002,66612,27230,2267,Bachelor's Degree,33,0.19,0.25,0.21,0.26,0.09,2477,0.65,0.35,Kansas
123003,66614,138305,12305,Master's Degree,27,0.2,0.28,0.29,0.17,0.06,31354,0.66,0.34,Kansas
123004,66615,83105,6375,High School Diploma,32,0.13,0.27,0.29,0.24,0.07,2814,0.64,0.36,Kansas
123005,66616,167523,12821,Some High School,33,0.2,0.18,0.28,0.25,0.09,5874,0.58,0.42,Kansas
123006,66617,98621,11215,Some College,25,0.29,0.19,0.2,0.25,0.07,8688,0.67,0.33,Kansas
123007,66618,162748,9796,Master's Degree,30,0.22,0.2,0.22,0.3,0.06,9402,0.48,0.52,Kansas
123008,66619,114137,16487,GED,36,0.24,0.24,0.2,0.26,0.06,3070,0.67,0.33,Kansas
123009,66621,25710,3386,High School Diploma,27,0.26,0.23,0.19,0.26,0.06,643,0.58,0.42,Kansas
123010,66622,44971,5970,Some High School,27,0.31,0.19,0.2,0.24,0.06,76,0.63,0.37,Kansas
123011,66701,169090,12825,Associate's Degree,33,0.23,0.25,0.19,0.25,0.08,12325,0.48,0.52,Kansas
123012,66710,94469,8390,Bachelor's Degree,20,0.34,0.2,0.21,0.17,0.08,746,0.67,0.33,Kansas
123013,66711,78506,8309,GED,36,0.18,0.27,0.26,0.22,0.07,610,0.43,0.57,Kansas
123014,66712,69300,5814,Some High School,27,0.18,0.27,0.21,0.28,0.06,1939,0.56,0.44,Kansas
123015,66713,50609,5816,Some College,25,0.18,0.24,0.25,0.25,0.08,5836,0.57,0.43,Kansas
123016,66714,82608,10980,Some High School,37,0.12,0.29,0.29,0.21,0.09,177,0.52,0.48,Kansas
123017,66716,84497,5714,Doctorate Degree,21,0.31,0.27,0.17,0.17,0.08,567,0.62,0.38,Kansas
123018,66717,91090,5306,Associate's Degree,32,0.24,0.3,0.18,0.2,0.08,497,0.48,0.52,Kansas
123019,66720,115853,15467,Associate's Degree,27,0.19,0.25,0.26,0.22,0.08,11299,0.55,0.45,Kansas
123020,66724,65955,9629,Bachelor's Degree,23,0.35,0.17,0.17,0.25,0.06,1065,0.52,0.48,Kansas
123021,66725,119299,13757,High School Diploma,24,0.11,0.27,0.26,0.27,0.09,5739,0.41,0.59,Kansas
123022,66728,109127,15890,Some High School,25,0.25,0.25,0.17,0.25,0.08,91,0.44,0.56,Kansas
123023,66732,35779,2413,High School Diploma,34,0.18,0.3,0.21,0.25,0.06,291,0.63,0.37,Kansas
123024,66733,123270,12825,Master's Degree,30,0.14,0.19,0.29,0.29,0.09,2215,0.59,0.41,Kansas
123025,66734,148924,21759,High School Diploma,29,0.21,0.19,0.29,0.24,0.07,332,0.53,0.47,Kansas
123026,66735,103767,14022,Associate's Degree,31,0.3,0.28,0.17,0.18,0.07,421,0.4,0.6,Kansas
123027,66736,105388,12129,GED,27,0.24,0.22,0.28,0.2,0.06,3954,0.61,0.39,Kansas
123028,66738,73765,7690,Some High School,34,0.15,0.29,0.26,0.22,0.08,376,0.52,0.48,Kansas
123029,66739,119486,11442,Associate's Degree,30,0.17,0.29,0.26,0.22,0.06,5453,0.44,0.56,Kansas
123030,66740,63616,7762,Some High School,32,0.17,0.19,0.26,0.29,0.09,477,0.61,0.39,Kansas
123031,66741,83487,7340,Some High School,38,0.19,0.27,0.24,0.24,0.06,237,0.54,0.46,Kansas
123032,66743,104605,14295,Master's Degree,28,0.25,0.3,0.2,0.17,0.08,4373,0.54,0.46,Kansas
123033,66746,175433,12210,Bachelor's Degree,34,0.26,0.18,0.21,0.26,0.09,261,0.54,0.46,Kansas
123034,66748,27508,2777,High School Diploma,32,0.26,0.19,0.29,0.18,0.08,2750,0.54,0.46,Kansas
123035,66749,109365,10940,GED,40,0.28,0.19,0.28,0.17,0.08,7974,0.62,0.38,Kansas
123036,66751,81250,7133,Associate's Degree,38,0.25,0.28,0.2,0.2,0.07,849,0.54,0.46,Kansas
123037,66753,161212,9556,Associate's Degree,34,0.13,0.23,0.25,0.3,0.09,1077,0.56,0.44,Kansas
123038,66754,152369,8626,Associate's Degree,36,0.18,0.24,0.28,0.22,0.08,451,0.44,0.56,Kansas
123039,66755,156403,12677,Master's Degree,33,0.29,0.23,0.21,0.2,0.07,1178,0.64,0.36,Kansas
123040,66756,124056,14587,Bachelor's Degree,33,0.25,0.28,0.18,0.23,0.06,1007,0.63,0.37,Kansas
123041,66757,161105,22142,High School Diploma,24,0.18,0.26,0.24,0.26,0.06,3560,0.67,0.33,Kansas
123042,66758,134476,15372,Some High School,25,0.32,0.21,0.23,0.17,0.07,216,0.46,0.54,Kansas
123043,66760,39633,2182,Master's Degree,27,0.27,0.19,0.24,0.21,0.09,98,0.47,0.53,Kansas
123044,66761,39484,3796,Master's Degree,41,0.17,0.3,0.19,0.28,0.06,238,0.41,0.59,Kansas
123045,66762,56999,3072,High School Diploma,31,0.19,0.19,0.3,0.23,0.09,24786,0.52,0.48,Kansas
123046,66763,65247,5906,High School Diploma,25,0.34,0.19,0.21,0.18,0.08,3369,0.4,0.6,Kansas
123047,66767,32378,4531,Associate's Degree,31,0.22,0.24,0.25,0.22,0.07,511,0.53,0.47,Kansas
123048,66769,84694,12345,High School Diploma,25,0.32,0.17,0.21,0.21,0.09,557,0.54,0.46,Kansas
123049,66770,103740,10086,Bachelor's Degree,17,0.29,0.2,0.21,0.24,0.06,1158,0.64,0.36,Kansas
123050,66771,29381,3465,Bachelor's Degree,27,0.31,0.24,0.2,0.18,0.07,1028,0.55,0.45,Kansas
123051,66772,150877,22111,Master's Degree,33,0.15,0.29,0.19,0.3,0.07,253,0.65,0.35,Kansas
123052,66773,94284,13058,Some College,21,0.29,0.23,0.17,0.25,0.06,866,0.6,0.4,Kansas
123053,66775,153822,18074,Doctorate Degree,24,0.27,0.23,0.21,0.21,0.08,191,0.5,0.5,Kansas
123054,66776,106393,13974,High School Diploma,32,0.21,0.2,0.2,0.3,0.09,1288,0.59,0.41,Kansas
123055,66777,151368,10341,Some High School,26,0.22,0.24,0.23,0.24,0.07,639,0.43,0.57,Kansas
123056,66778,122653,12833,Doctorate Degree,22,0.41,0.17,0.17,0.17,0.08,139,0.55,0.45,Kansas
123057,66779,166029,14088,High School Diploma,24,0.16,0.3,0.22,0.24,0.08,650,0.61,0.39,Kansas
123058,66780,34614,5060,Some High School,27,0.24,0.22,0.19,0.29,0.06,589,0.44,0.56,Kansas
123059,66781,65731,4002,Some College,23,0.32,0.19,0.25,0.18,0.06,1347,0.47,0.53,Kansas
123060,66782,156451,12778,Associate's Degree,24,0.38,0.17,0.2,0.19,0.06,178,0.52,0.48,Kansas
123061,66783,48609,6047,Master's Degree,28,0.17,0.25,0.3,0.21,0.07,2230,0.5,0.5,Kansas
123062,66801,77715,4389,Associate's Degree,32,0.18,0.28,0.23,0.22,0.09,28492,0.61,0.39,Kansas
123063,66830,154356,11518,Some High School,41,0.23,0.21,0.2,0.3,0.06,262,0.46,0.54,Kansas
123064,66833,62690,5150,Associate's Degree,34,0.24,0.25,0.23,0.22,0.06,536,0.54,0.46,Kansas
123065,66834,70107,4101,Master's Degree,36,0.21,0.22,0.23,0.27,0.07,848,0.51,0.49,Kansas
123066,66835,89915,7224,Some High School,26,0.29,0.23,0.24,0.18,0.06,1360,0.47,0.53,Kansas
123067,66838,155929,10587,Bachelor's Degree,35,0.12,0.3,0.26,0.23,0.09,182,0.44,0.56,Kansas
123068,66839,31249,2416,Bachelor's Degree,31,0.24,0.19,0.22,0.29,0.06,4007,0.59,0.41,Kansas
123069,66840,96805,12065,Bachelor's Degree,31,0.18,0.28,0.25,0.23,0.06,777,0.48,0.52,Kansas
123070,66842,167428,11767,Master's Degree,38,0.24,0.28,0.24,0.18,0.06,324,0.49,0.51,Kansas
123071,66843,35359,2135,Master's Degree,34,0.21,0.19,0.29,0.24,0.07,205,0.53,0.47,Kansas
123072,66845,131163,16628,Master's Degree,24,0.2,0.17,0.28,0.26,0.09,1232,0.57,0.43,Kansas
123073,66846,110943,11798,GED,32,0.15,0.2,0.29,0.27,0.09,3504,0.45,0.55,Kansas
123074,66849,101709,11500,Associate's Degree,32,0.21,0.3,0.21,0.22,0.06,485,0.48,0.52,Kansas
123075,66850,118629,15084,Doctorate Degree,26,0.22,0.24,0.29,0.18,0.07,228,0.51,0.49,Kansas
123076,66851,31287,1770,Master's Degree,31,0.14,0.26,0.25,0.28,0.07,583,0.5,0.5,Kansas
123077,66852,49468,3885,GED,27,0.21,0.26,0.2,0.27,0.06,631,0.45,0.55,Kansas
123078,66853,59563,8140,Some College,38,0.13,0.3,0.29,0.19,0.09,429,0.6,0.4,Kansas
123079,66854,89908,9624,Bachelor's Degree,39,0.19,0.2,0.28,0.24,0.09,816,0.59,0.41,Kansas
123080,66856,52178,7590,Associate's Degree,30,0.15,0.29,0.24,0.23,0.09,1613,0.61,0.39,Kansas
123081,66857,61021,5777,Master's Degree,30,0.18,0.29,0.24,0.2,0.09,943,0.52,0.48,Kansas
123082,66858,106899,11978,Associate's Degree,26,0.26,0.26,0.2,0.2,0.08,456,0.45,0.55,Kansas
123083,66859,95703,14274,GED,28,0.29,0.25,0.21,0.19,0.06,178,0.56,0.44,Kansas
123084,66860,39609,2288,Some High School,24,0.14,0.26,0.24,0.28,0.08,1258,0.43,0.57,Kansas
123085,66861,67564,9757,Some High School,24,0.27,0.24,0.17,0.25,0.07,3204,0.54,0.46,Kansas
123086,66862,87306,5523,High School Diploma,29,0.32,0.25,0.18,0.19,0.06,116,0.59,0.41,Kansas
123087,66863,140931,20823,High School Diploma,36,0.2,0.27,0.17,0.3,0.06,63,0.65,0.35,Kansas
123088,66864,159714,11951,GED,32,0.11,0.28,0.27,0.28,0.06,456,0.52,0.48,Kansas
123089,66865,111955,13373,GED,34,0.23,0.21,0.29,0.18,0.09,1124,0.43,0.57,Kansas
123090,66866,41224,6106,GED,40,0.28,0.3,0.17,0.19,0.06,1789,0.52,0.48,Kansas
123091,66868,42317,4554,Doctorate Degree,24,0.17,0.28,0.19,0.29,0.07,764,0.61,0.39,Kansas
123092,66869,88603,4921,Bachelor's Degree,28,0.07,0.27,0.3,0.28,0.08,748,0.53,0.47,Kansas
123093,66870,150821,20239,Some College,27,0.24,0.21,0.26,0.21,0.08,166,0.41,0.59,Kansas
123094,66871,130534,12777,Master's Degree,23,0.3,0.25,0.18,0.18,0.09,1346,0.62,0.38,Kansas
123095,66872,55063,4278,Master's Degree,29,0.14,0.28,0.23,0.27,0.08,1134,0.44,0.56,Kansas
123096,66873,54103,2956,High School Diploma,36,0.17,0.17,0.3,0.27,0.09,319,0.67,0.33,Kansas
123097,66901,161843,9996,Associate's Degree,31,0.32,0.27,0.17,0.17,0.07,6605,0.61,0.39,Kansas
123098,66930,96451,11186,Bachelor's Degree,35,0.24,0.17,0.3,0.23,0.06,186,0.62,0.38,Kansas
123099,66932,118522,13785,Doctorate Degree,26,0.32,0.18,0.2,0.22,0.08,157,0.56,0.44,Kansas
123100,66933,157401,14225,Bachelor's Degree,30,0.25,0.22,0.2,0.26,0.07,298,0.56,0.44,Kansas
123101,66935,90500,10117,Master's Degree,23,0.23,0.24,0.22,0.24,0.07,2563,0.54,0.46,Kansas
123102,66936,140198,7720,Master's Degree,18,0.37,0.17,0.2,0.2,0.06,344,0.63,0.37,Kansas
123103,66937,53500,4074,High School Diploma,26,0.24,0.19,0.27,0.21,0.09,893,0.41,0.59,Kansas
123104,66938,53770,7039,Some College,23,0.22,0.24,0.25,0.21,0.08,1005,0.4,0.6,Kansas
123105,66939,97313,6146,Some College,31,0.18,0.28,0.21,0.25,0.08,537,0.49,0.51,Kansas
123106,66940,37426,1914,High School Diploma,27,0.35,0.17,0.23,0.17,0.08,339,0.66,0.34,Kansas
123107,66941,86702,5558,High School Diploma,25,0.39,0.2,0.18,0.17,0.06,242,0.57,0.43,Kansas
123108,66942,89539,10329,High School Diploma,34,0.12,0.26,0.24,0.3,0.08,247,0.66,0.34,Kansas
123109,66943,123574,13424,Some High School,28,0.21,0.22,0.27,0.21,0.09,505,0.45,0.55,Kansas
123110,66944,142826,15179,Some High School,34,0.15,0.3,0.17,0.29,0.09,195,0.47,0.53,Kansas
123111,66945,100332,9536,Some High School,30,0.17,0.17,0.29,0.28,0.09,1096,0.55,0.45,Kansas
123112,66946,142935,18737,High School Diploma,32,0.18,0.29,0.23,0.23,0.07,126,0.59,0.41,Kansas
123113,66948,61266,5832,Bachelor's Degree,38,0.27,0.17,0.29,0.18,0.09,494,0.52,0.48,Kansas
123114,66949,131237,7891,Some College,22,0.27,0.26,0.18,0.23,0.06,668,0.5,0.5,Kansas
123115,66951,173027,19661,Some High School,28,0.19,0.28,0.2,0.24,0.09,764,0.67,0.33,Kansas
123116,66952,133962,16610,Doctorate Degree,27,0.21,0.28,0.23,0.2,0.08,499,0.42,0.58,Kansas
123117,66953,105695,5295,High School Diploma,29,0.1,0.3,0.27,0.24,0.09,703,0.49,0.51,Kansas
123118,66955,36243,3218,Master's Degree,37,0.28,0.18,0.27,0.21,0.06,114,0.6,0.4,Kansas
123119,66956,87134,12124,Some High School,34,0.17,0.28,0.2,0.27,0.08,1157,0.42,0.58,Kansas
123120,66958,50926,3899,GED,26,0.19,0.25,0.23,0.24,0.09,314,0.67,0.33,Kansas
123121,66959,119879,11366,Associate's Degree,18,0.35,0.22,0.19,0.17,0.07,203,0.41,0.59,Kansas
123122,66960,53713,3060,Associate's Degree,23,0.32,0.2,0.24,0.17,0.07,167,0.44,0.56,Kansas
123123,66962,59584,6583,Associate's Degree,24,0.17,0.28,0.23,0.24,0.08,264,0.57,0.43,Kansas
123124,66963,170119,19308,Associate's Degree,29,0.17,0.28,0.22,0.27,0.06,135,0.63,0.37,Kansas
123125,66964,53693,3265,High School Diploma,23,0.3,0.17,0.17,0.28,0.08,204,0.63,0.37,Kansas
123126,66966,77242,9970,Some High School,32,0.18,0.27,0.22,0.27,0.06,624,0.47,0.53,Kansas
123127,66967,159445,13545,Master's Degree,25,0.27,0.21,0.21,0.23,0.08,2096,0.65,0.35,Kansas
123128,66968,129048,10891,High School Diploma,22,0.31,0.24,0.21,0.18,0.06,1626,0.49,0.51,Kansas
123129,66970,163463,12727,Associate's Degree,27,0.19,0.26,0.24,0.22,0.09,97,0.4,0.6,Kansas
123130,67001,89640,10162,Doctorate Degree,22,0.24,0.2,0.28,0.21,0.07,1676,0.54,0.46,Kansas
123131,67002,45477,6752,Some High School,29,0.18,0.19,0.27,0.29,0.07,13764,0.63,0.37,Kansas
123132,67003,76217,9825,Some College,37,0.24,0.19,0.29,0.22,0.06,2626,0.52,0.48,Kansas
123133,67004,166660,24049,Bachelor's Degree,31,0.21,0.24,0.2,0.29,0.06,827,0.53,0.47,Kansas
123134,67005,55469,6929,GED,32,0.23,0.23,0.2,0.26,0.08,16535,0.44,0.56,Kansas
123135,67008,99704,12571,GED,29,0.24,0.25,0.24,0.21,0.06,556,0.52,0.48,Kansas
123136,67009,110163,16268,Some College,30,0.22,0.22,0.29,0.2,0.07,856,0.53,0.47,Kansas
123137,67010,76535,4365,Doctorate Degree,27,0.19,0.26,0.22,0.24,0.09,13890,0.53,0.47,Kansas
123138,67012,74494,6979,Doctorate Degree,32,0.18,0.3,0.28,0.18,0.06,61,0.47,0.53,Kansas
123139,67013,54262,6943,Bachelor's Degree,30,0.29,0.24,0.2,0.18,0.09,3145,0.59,0.41,Kansas
123140,67016,108110,13734,GED,40,0.16,0.24,0.3,0.22,0.08,530,0.67,0.33,Kansas
123141,67017,112653,11796,Some High School,24,0.36,0.2,0.18,0.18,0.08,2294,0.62,0.38,Kansas
123142,67018,130011,14091,Some College,35,0.22,0.17,0.3,0.24,0.07,149,0.64,0.36,Kansas
123143,67019,143605,11296,Doctorate Degree,32,0.25,0.28,0.22,0.19,0.06,945,0.53,0.47,Kansas
123144,67020,48189,5630,Bachelor's Degree,31,0.22,0.18,0.3,0.22,0.08,1689,0.5,0.5,Kansas
123145,67021,170359,17815,Some High School,25,0.14,0.27,0.23,0.27,0.09,65,0.46,0.54,Kansas
123146,67022,117205,9833,Some High School,35,0.26,0.19,0.19,0.3,0.06,1461,0.44,0.56,Kansas
123147,67023,99347,11781,High School Diploma,24,0.38,0.17,0.18,0.19,0.08,230,0.6,0.4,Kansas
123148,67024,153732,10056,Master's Degree,28,0.2,0.24,0.24,0.26,0.06,849,0.58,0.42,Kansas
123149,67025,74967,9274,High School Diploma,27,0.22,0.21,0.3,0.21,0.06,3884,0.48,0.52,Kansas
123150,67026,94143,8368,Master's Degree,30,0.23,0.19,0.27,0.23,0.08,4845,0.67,0.33,Kansas
123151,67028,143952,9231,Doctorate Degree,24,0.2,0.25,0.2,0.28,0.07,225,0.52,0.48,Kansas
123152,67029,109741,10268,Master's Degree,25,0.29,0.21,0.24,0.18,0.08,1063,0.51,0.49,Kansas
123153,67030,56159,7661,Doctorate Degree,27,0.31,0.22,0.18,0.2,0.09,2659,0.6,0.4,Kansas
123154,67031,55294,5708,Associate's Degree,36,0.2,0.3,0.22,0.19,0.09,2308,0.56,0.44,Kansas
123155,67035,43097,3148,Bachelor's Degree,27,0.34,0.19,0.23,0.18,0.06,970,0.61,0.39,Kansas
123156,67036,110236,9993,High School Diploma,27,0.2,0.18,0.25,0.28,0.09,151,0.59,0.41,Kansas
123157,67037,158390,8168,Bachelor's Degree,22,0.32,0.19,0.24,0.18,0.07,26577,0.53,0.47,Kansas
123158,67038,84026,12299,High School Diploma,29,0.19,0.29,0.18,0.28,0.06,602,0.52,0.48,Kansas
123159,67039,45093,4042,Bachelor's Degree,37,0.08,0.25,0.3,0.29,0.08,3395,0.59,0.41,Kansas
123160,67041,95608,9232,Doctorate Degree,41,0.21,0.17,0.28,0.26,0.08,229,0.6,0.4,Kansas
123161,67042,75914,3860,Some College,29,0.23,0.22,0.17,0.29,0.09,17969,0.52,0.48,Kansas
